text,label
small brown spots on the leaves lot of rain and cloudy days,SYMPTOM_DESCRIPTION
white narrow lines along the veins very dry spell with cracked soil and at booting stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily very dry spell with cracked soil,SYMPTOM_DESCRIPTION
small brown spots on the leaves weather is dry and hot and at tillering stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants very dry spell with cracked soil and at nursery stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily very dry spell with cracked soil and at vegetative stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins at near harvest,SYMPTOM_DESCRIPTION
small brown spots on the leaves at near harvest,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants weather is dry and hot and at near harvest,SYMPTOM_DESCRIPTION
small brown spots on the leaves at nursery stage,SYMPTOM_DESCRIPTION
burnt leaf tips drying back at near harvest,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants at vegetative stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily lot of rain and cloudy days and at booting stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins at vegetative stage,SYMPTOM_DESCRIPTION
small brown spots on the leaves it is very rainy and humid these days and at tillering stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth lot of rain and cloudy days,SYMPTOM_DESCRIPTION
burnt leaf tips drying back it is very rainy and humid these days,SYMPTOM_DESCRIPTION
white narrow lines along the veins,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth it is very rainy and humid these days and at booting stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily lot of rain and cloudy days,SYMPTOM_DESCRIPTION
burnt leaf tips drying back at booting stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth at nursery stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins lot of rain and cloudy days and at tillering stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants lot of rain and cloudy days and at nursery stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins it is very rainy and humid these days and at nursery stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants very dry spell with cracked soil and at tillering stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins weather is dry and hot and at vegetative stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily at vegetative stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins lot of rain and cloudy days and at near harvest,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants lot of rain and cloudy days and at near harvest,SYMPTOM_DESCRIPTION
small brown spots on the leaves weather is dry and hot and at booting stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth very dry spell with cracked soil and at nursery stage,SYMPTOM_DESCRIPTION
burnt leaf tips drying back very dry spell with cracked soil,SYMPTOM_DESCRIPTION
white narrow lines along the veins at nursery stage,SYMPTOM_DESCRIPTION
small brown spots on the leaves weather is dry and hot,SYMPTOM_DESCRIPTION
small brown spots on the leaves lot of rain and cloudy days and at booting stage,SYMPTOM_DESCRIPTION
small brown spots on the leaves very dry spell with cracked soil and at near harvest,SYMPTOM_DESCRIPTION
burnt leaf tips drying back very dry spell with cracked soil and at vegetative stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants weather is dry and hot and at vegetative stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants very dry spell with cracked soil and at booting stage,SYMPTOM_DESCRIPTION
small brown spots on the leaves at booting stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily very dry spell with cracked soil and at booting stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily at near harvest,SYMPTOM_DESCRIPTION
white narrow lines along the veins it is very rainy and humid these days and at tillering stage,SYMPTOM_DESCRIPTION
burnt leaf tips drying back weather is dry and hot,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants at near harvest,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants lot of rain and cloudy days,SYMPTOM_DESCRIPTION
burnt leaf tips drying back very dry spell with cracked soil and at near harvest,SYMPTOM_DESCRIPTION
small brown spots on the leaves very dry spell with cracked soil and at booting stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants at tillering stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins very dry spell with cracked soil and at tillering stage,SYMPTOM_DESCRIPTION
burnt leaf tips drying back very dry spell with cracked soil and at nursery stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth lot of rain and cloudy days and at booting stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily weather is dry and hot and at tillering stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily weather is dry and hot and at booting stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily weather is dry and hot and at near harvest,SYMPTOM_DESCRIPTION
burnt leaf tips drying back at nursery stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth very dry spell with cracked soil and at tillering stage,SYMPTOM_DESCRIPTION
small brown spots on the leaves very dry spell with cracked soil and at nursery stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants it is very rainy and humid these days and at near harvest,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth weather is dry and hot,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants very dry spell with cracked soil and at near harvest,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth it is very rainy and humid these days and at near harvest,SYMPTOM_DESCRIPTION
burnt leaf tips drying back at tillering stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth at vegetative stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily very dry spell with cracked soil and at near harvest,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants very dry spell with cracked soil,SYMPTOM_DESCRIPTION
white narrow lines along the veins at booting stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth it is very rainy and humid these days and at vegetative stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants at nursery stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily very dry spell with cracked soil and at nursery stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins lot of rain and cloudy days and at vegetative stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily at nursery stage,SYMPTOM_DESCRIPTION
burnt leaf tips drying back very dry spell with cracked soil and at booting stage,SYMPTOM_DESCRIPTION
burnt leaf tips drying back lot of rain and cloudy days,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants at booting stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily at booting stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily it is very rainy and humid these days,SYMPTOM_DESCRIPTION
white narrow lines along the veins at tillering stage,SYMPTOM_DESCRIPTION
small brown spots on the leaves weather is dry and hot and at vegetative stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth at near harvest,SYMPTOM_DESCRIPTION
small brown spots on the leaves lot of rain and cloudy days and at vegetative stage,SYMPTOM_DESCRIPTION
small brown spots on the leaves very dry spell with cracked soil and at tillering stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins weather is dry and hot and at tillering stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins weather is dry and hot and at nursery stage,SYMPTOM_DESCRIPTION
small brown spots on the leaves lot of rain and cloudy days and at near harvest,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily lot of rain and cloudy days and at tillering stage,SYMPTOM_DESCRIPTION
small brown spots on the leaves it is very rainy and humid these days and at near harvest,SYMPTOM_DESCRIPTION
white narrow lines along the veins very dry spell with cracked soil and at vegetative stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants lot of rain and cloudy days and at booting stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth weather is dry and hot and at tillering stage,SYMPTOM_DESCRIPTION
small brown spots on the leaves it is very rainy and humid these days and at booting stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants it is very rainy and humid these days and at booting stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth lot of rain and cloudy days and at tillering stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins very dry spell with cracked soil,SYMPTOM_DESCRIPTION
white narrow lines along the veins it is very rainy and humid these days and at near harvest,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth very dry spell with cracked soil and at booting stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily it is very rainy and humid these days and at nursery stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants weather is dry and hot and at booting stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily it is very rainy and humid these days and at near harvest,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily lot of rain and cloudy days and at nursery stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins it is very rainy and humid these days and at booting stage,SYMPTOM_DESCRIPTION
burnt leaf tips drying back weather is dry and hot and at nursery stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth weather is dry and hot and at near harvest,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth lot of rain and cloudy days and at nursery stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily weather is dry and hot and at vegetative stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily it is very rainy and humid these days and at vegetative stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily lot of rain and cloudy days and at near harvest,SYMPTOM_DESCRIPTION
white narrow lines along the veins lot of rain and cloudy days and at booting stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants lot of rain and cloudy days and at vegetative stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth lot of rain and cloudy days and at near harvest,SYMPTOM_DESCRIPTION
burnt leaf tips drying back weather is dry and hot and at vegetative stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants it is very rainy and humid these days and at nursery stage,SYMPTOM_DESCRIPTION
burnt leaf tips drying back it is very rainy and humid these days and at tillering stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins weather is dry and hot and at booting stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants it is very rainy and humid these days and at vegetative stage,SYMPTOM_DESCRIPTION
burnt leaf tips drying back it is very rainy and humid these days and at vegetative stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily very dry spell with cracked soil and at tillering stage,SYMPTOM_DESCRIPTION
small brown spots on the leaves it is very rainy and humid these days and at nursery stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants weather is dry and hot and at tillering stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins lot of rain and cloudy days and at nursery stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth lot of rain and cloudy days and at vegetative stage,SYMPTOM_DESCRIPTION
small brown spots on the leaves weather is dry and hot and at near harvest,SYMPTOM_DESCRIPTION
white narrow lines along the veins it is very rainy and humid these days and at vegetative stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth weather is dry and hot and at booting stage,SYMPTOM_DESCRIPTION
burnt leaf tips drying back weather is dry and hot and at tillering stage,SYMPTOM_DESCRIPTION
small brown spots on the leaves lot of rain and cloudy days and at tillering stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins very dry spell with cracked soil and at nursery stage,SYMPTOM_DESCRIPTION
white narrow lines along the veins very dry spell with cracked soil and at near harvest,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants it is very rainy and humid these days and at tillering stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants lot of rain and cloudy days and at tillering stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth it is very rainy and humid these days and at nursery stage,SYMPTOM_DESCRIPTION
burnt leaf tips drying back lot of rain and cloudy days and at nursery stage,SYMPTOM_DESCRIPTION
burnt leaf tips drying back weather is dry and hot and at booting stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily it is very rainy and humid these days and at booting stage,SYMPTOM_DESCRIPTION
burnt leaf tips drying back it is very rainy and humid these days and at booting stage,SYMPTOM_DESCRIPTION
small brown spots on the leaves lot of rain and cloudy days and at nursery stage,SYMPTOM_DESCRIPTION
yellow orange leaves and stunted plants very dry spell with cracked soil and at vegetative stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily it is very rainy and humid these days and at tillering stage,SYMPTOM_DESCRIPTION
pale yellow angular patches with downy growth weather is dry and hot and at vegetative stage,SYMPTOM_DESCRIPTION
central tillers drying and pulling out easily weather is dry and hot and at nursery stage,SYMPTOM_DESCRIPTION
burnt leaf tips drying back very dry spell with cracked soil and at tillering stage,SYMPTOM_DESCRIPTION
burnt leaf tips drying back weather is dry and hot and at near harvest,SYMPTOM_DESCRIPTION
What disease does this look like?,ASK_DIAGNOSIS
Is this hispa? burnt leaf tips drying back,ASK_DIAGNOSIS
Which disease?,ASK_DIAGNOSIS
Which disease? small brown spots on the leaves,ASK_DIAGNOSIS
What problem is affecting my paddy leaves? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Diagnosis?,ASK_DIAGNOSIS
What disease is this? central tillers drying and pulling out easily,ASK_DIAGNOSIS
What disease is this?,ASK_DIAGNOSIS
Can you tell me what disease this could be?,ASK_DIAGNOSIS
Can you identify the disease from these symptoms?,ASK_DIAGNOSIS
Do you think this is this problem?,ASK_DIAGNOSIS
මේක මොන ව්‍යාධියද?,ASK_DIAGNOSIS
What disease does this look like? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Can you identify the disease from these symptoms? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Diagnosis? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
What problem is affecting my paddy leaves? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Can you tell me what disease this could be? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
What problem is affecting my paddy leaves?,ASK_DIAGNOSIS
What problem is affecting my paddy leaves? white narrow lines along the veins,ASK_DIAGNOSIS
Do you think this is dead heart?,ASK_DIAGNOSIS
මේ ප්‍රශ්නය මොකක් ද? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
What disease does this look like? burnt leaf tips drying back,ASK_DIAGNOSIS
Do you think this is blast?,ASK_DIAGNOSIS
Which disease is causing these symptoms?,ASK_DIAGNOSIS
What problem is affecting my paddy leaves? burnt leaf tips drying back,ASK_DIAGNOSIS
මේක මොන ව්‍යාධියද? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Is this dead heart?,ASK_DIAGNOSIS
මේ ප්‍රශ්නය මොකක් ද?,ASK_DIAGNOSIS
Do you think this is hispa? white narrow lines along the veins,ASK_DIAGNOSIS
Do you think this is tungro?,ASK_DIAGNOSIS
Do you think this is this disease? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Do you think this is tungro? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
මේක මොන ව්‍යාධියද? white narrow lines along the veins,ASK_DIAGNOSIS
Is this tungro? small brown spots on the leaves,ASK_DIAGNOSIS
Can you identify the disease from these symptoms? white narrow lines along the veins,ASK_DIAGNOSIS
Do you think this is dead heart? small brown spots on the leaves,ASK_DIAGNOSIS
Do you think this is tungro? small brown spots on the leaves,ASK_DIAGNOSIS
Is this this problem?,ASK_DIAGNOSIS
What disease is this? small brown spots on the leaves,ASK_DIAGNOSIS
Do you think this is tungro? burnt leaf tips drying back,ASK_DIAGNOSIS
Can you identify the disease from these symptoms? burnt leaf tips drying back,ASK_DIAGNOSIS
Diagnosis? burnt leaf tips drying back,ASK_DIAGNOSIS
Is this blast?,ASK_DIAGNOSIS
Which disease? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
මේක මොන ව්‍යාධියද? burnt leaf tips drying back,ASK_DIAGNOSIS
Is this brown spot?,ASK_DIAGNOSIS
Can you identify the disease from these symptoms? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Can you identify the disease from these symptoms? small brown spots on the leaves,ASK_DIAGNOSIS
Do you think this is this disease? white narrow lines along the veins,ASK_DIAGNOSIS
Diagnosis? central tillers drying and pulling out easily,ASK_DIAGNOSIS
What disease is this? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Is this hispa?,ASK_DIAGNOSIS
Which disease is causing these symptoms? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
What disease is this? white narrow lines along the veins,ASK_DIAGNOSIS
Do you think this is brown spot?,ASK_DIAGNOSIS
මේක මොන ව්‍යාධියද? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Is this dead heart? white narrow lines along the veins,ASK_DIAGNOSIS
Which disease? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Diagnosis? white narrow lines along the veins,ASK_DIAGNOSIS
Do you think this is hispa?,ASK_DIAGNOSIS
මේක මොන ව්‍යාධියද? small brown spots on the leaves,ASK_DIAGNOSIS
Which disease is causing these symptoms? white narrow lines along the veins,ASK_DIAGNOSIS
Is this this disease?,ASK_DIAGNOSIS
What disease does this look like? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Which disease? burnt leaf tips drying back,ASK_DIAGNOSIS
මේ ප්‍රශ්නය මොකක් ද? burnt leaf tips drying back,ASK_DIAGNOSIS
මේ ප්‍රශ්නය මොකක් ද? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Which disease is causing these symptoms? burnt leaf tips drying back,ASK_DIAGNOSIS
Which disease is causing these symptoms? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Can you identify the disease from these symptoms? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Which disease is causing these symptoms? small brown spots on the leaves,ASK_DIAGNOSIS
Is this this problem? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Do you think this is this disease?,ASK_DIAGNOSIS
මේ ප්‍රශ්නය මොකක් ද? central tillers drying and pulling out easily,ASK_DIAGNOSIS
What disease does this look like? white narrow lines along the veins,ASK_DIAGNOSIS
Do you think this is dead heart? white narrow lines along the veins,ASK_DIAGNOSIS
What disease does this look like? small brown spots on the leaves,ASK_DIAGNOSIS
Is this this problem? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Is this dead heart? small brown spots on the leaves,ASK_DIAGNOSIS
What disease does this look like? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Do you think this is hispa? burnt leaf tips drying back,ASK_DIAGNOSIS
Diagnosis? small brown spots on the leaves,ASK_DIAGNOSIS
මේ ප්‍රශ්නය මොකක් ද? white narrow lines along the veins,ASK_DIAGNOSIS
What problem is affecting my paddy leaves? small brown spots on the leaves,ASK_DIAGNOSIS
Is this this problem? small brown spots on the leaves,ASK_DIAGNOSIS
Is this tungro?,ASK_DIAGNOSIS
Which disease? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Can you tell me what disease this could be? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Do you think this is dead heart? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Is this tungro? burnt leaf tips drying back,ASK_DIAGNOSIS
Is this blast? small brown spots on the leaves,ASK_DIAGNOSIS
Is this this disease? burnt leaf tips drying back,ASK_DIAGNOSIS
Is this blast? central tillers drying and pulling out easily,ASK_DIAGNOSIS
මේක මොන ව්‍යාධියද? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Which disease? white narrow lines along the veins,ASK_DIAGNOSIS
Diagnosis? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
මේ ප්‍රශ්නය මොකක් ද? small brown spots on the leaves,ASK_DIAGNOSIS
Is this this disease? white narrow lines along the veins,ASK_DIAGNOSIS
Can you tell me what disease this could be? white narrow lines along the veins,ASK_DIAGNOSIS
Can you tell me what disease this could be? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Can you tell me what disease this could be? small brown spots on the leaves,ASK_DIAGNOSIS
What disease is this? burnt leaf tips drying back,ASK_DIAGNOSIS
Do you think this is dead heart? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Which disease is causing these symptoms? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Is this brown spot? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Do you think this is brown spot? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
What disease is this? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Is this tungro? white narrow lines along the veins,ASK_DIAGNOSIS
Do you think this is this problem? small brown spots on the leaves,ASK_DIAGNOSIS
Is this hispa? white narrow lines along the veins,ASK_DIAGNOSIS
Do you think this is blast? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Is this dead heart? burnt leaf tips drying back,ASK_DIAGNOSIS
Can you tell me what disease this could be? burnt leaf tips drying back,ASK_DIAGNOSIS
Do you think this is dead heart? burnt leaf tips drying back,ASK_DIAGNOSIS
Do you think this is tungro? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Do you think this is blast? small brown spots on the leaves,ASK_DIAGNOSIS
What problem is affecting my paddy leaves? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Do you think this is brown spot? small brown spots on the leaves,ASK_DIAGNOSIS
Is this tungro? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Do you think this is this disease? small brown spots on the leaves,ASK_DIAGNOSIS
Do you think this is this problem? burnt leaf tips drying back,ASK_DIAGNOSIS
Is this this disease? small brown spots on the leaves,ASK_DIAGNOSIS
Is this this disease? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Do you think this is this disease? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Do you think this is brown spot? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Do you think this is hispa? small brown spots on the leaves,ASK_DIAGNOSIS
Do you think this is brown spot? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Is this this disease? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Do you think this is hispa? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Do you think this is tungro? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Is this this problem? burnt leaf tips drying back,ASK_DIAGNOSIS
Is this hispa? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Is this blast? burnt leaf tips drying back,ASK_DIAGNOSIS
Do you think this is hispa? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Is this dead heart? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Is this tungro? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Is this blast? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Is this this problem? white narrow lines along the veins,ASK_DIAGNOSIS
Do you think this is this problem? white narrow lines along the veins,ASK_DIAGNOSIS
Is this hispa? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Do you think this is this problem? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Is this brown spot? small brown spots on the leaves,ASK_DIAGNOSIS
Do you think this is dead heart? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Do you think this is blast? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Is this blast? white narrow lines along the veins,ASK_DIAGNOSIS
Is this tungro? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Do you think this is hispa? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Is this brown spot? white narrow lines along the veins,ASK_DIAGNOSIS
Do you think this is this disease? burnt leaf tips drying back,ASK_DIAGNOSIS
Do you think this is tungro? white narrow lines along the veins,ASK_DIAGNOSIS
Is this brown spot? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Is this brown spot? burnt leaf tips drying back,ASK_DIAGNOSIS
Is this brown spot? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Do you think this is this problem? pale yellow angular patches with downy growth,ASK_DIAGNOSIS
Do you think this is brown spot? white narrow lines along the veins,ASK_DIAGNOSIS
Is this dead heart? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Is this this problem? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Is this hispa? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Is this hispa? small brown spots on the leaves,ASK_DIAGNOSIS
Is this dead heart? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Do you think this is this disease? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Do you think this is this problem? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Do you think this is blast? yellow orange leaves and stunted plants,ASK_DIAGNOSIS
Is this this disease? central tillers drying and pulling out easily,ASK_DIAGNOSIS
Do you think this is brown spot? burnt leaf tips drying back,ASK_DIAGNOSIS
Tell me the best way to treat it now.,ASK_TREATMENT
How do I treat this disease? very dry spell with cracked soil and at tillering stage,ASK_TREATMENT
What pesticide should I spray for this? weather is dry and hot and at booting stage,ASK_TREATMENT
Control measures? at nursery stage,ASK_TREATMENT
Control measures? weather is dry and hot,ASK_TREATMENT
What should I do to control this problem? at tillering stage,ASK_TREATMENT
මට මේක කොහොමද හරි කරගන්නෙ? it is very rainy and humid these days and at vegetative stage,ASK_TREATMENT
How do I treat this disease? it is very rainy and humid these days and at near harvest,ASK_TREATMENT
